n,Resultado,Tempo_Relogio(ms),Tempo_CPU_Usuario(ms),Tempo_CPU_Sistema(ms)
2043,Iteracao 2043,0.001856,0.0017,0.0017
2044,Iteracao 2044,0.008524,0.008,0.0079
2045,Iteracao 2045,0.002212,0.002,0.0019
2046,Iteracao 2046,0.003679,0.0034,0.0034
2047,Iteracao 2047,0.00191,0.0018,0.0017
2048,Iteracao 2048,0.004144,0.0038,0.0038
2049,Iteracao 2049,0.007812,0.0073,0.0072
2050,Iteracao 2050,0.001964,0.0018,0.0018
2051,Iteracao 2051,0.008978,0.0084,0.0083
2052,Iteracao 2052,0.003086,0.0028,0.0029
2053,Iteracao 2053,0.001834,0.0016,0.0017
2054,Iteracao 2054,0.010477,0.0097,0.0098
2055,Iteracao 2055,0.013465,0.0125,0.0125
2056,Iteracao 2056,0.001802,0.0016,0.0015
2057,Iteracao 2057,0.002482,0.0023,0.0023
2058,Iteracao 2058,0.006938,0.0065,0.0064
2059,Iteracao 2059,0.002125,0.0019,0.002
2060,Iteracao 2060,0.001964,0.0018,0.0018
2061,Iteracao 2061,0.003258,0.003,0.003
2062,Iteracao 2062,0.001877,0.0017,0.0017
2063,Iteracao 2063,0.008146,0.0076,0.0076
2064,Iteracao 2064,0.004198,0.0039,0.0039
2065,Iteracao 2065,0.002083,0.0019,0.0019
2066,Iteracao 2066,0.001921,0.0017,0.0017
2067,Iteracao 2067,0.008643,0.0081,0.0081
2068,Iteracao 2068,0.00178,0.0017,0.0016
2069,Iteracao 2069,0.001759,0.0017,0.0017
2070,Iteracao 2070,0.001975,0.0018,0.0018
2071,Iteracao 2071,0.001974,0.0018,0.0018
2072,Iteracao 2072,0.003464,0.0032,0.0032
2073,Iteracao 2073,0.007208,0.0067,0.0067
2074,Iteracao 2074,0.001813,0.0016,0.0017
2075,Iteracao 2075,0.00395,0.0036,0.0037
2076,Iteracao 2076,0.007003,0.0066,0.0065
2077,Iteracao 2077,0.00314,0.0029,0.0028
2078,Iteracao 2078,0.008611,0.008,0.0081
2079,Iteracao 2079,0.001899,0.0018,0.0017
2080,Iteracao 2080,0.00178,0.0017,0.0016
2081,Iteracao 2081,0.006873,0.0064,0.0064
2082,Iteracao 2082,0.002978,0.0028,0.0027
2083,Iteracao 2083,0.001759,0.0016,0.0016
2084,Iteracao 2084,0.001845,0.0017,0.0016
2085,Iteracao 2085,0.007466,0.007,0.0069
2086,Iteracao 2086,0.002752,0.0025,0.0025
2087,Iteracao 2087,0.001942,0.0018,0.0018
2088,Iteracao 2088,0.002979,0.0027,0.0027
2089,Iteracao 2089,0.007359,0.0068,0.0069
2090,Iteracao 2090,0.001856,0.0017,0.0016
2091,Iteracao 2091,0.007025,0.0066,0.0065
2092,Iteracao 2092,0.00232,0.0021,0.0021
2093,Iteracao 2093,0.00711,0.0066,0.0066
2094,Iteracao 2094,0.001834,0.0017,0.0016
2095,Iteracao 2095,0.008902,0.0082,0.0083
2096,Iteracao 2096,0.00287,0.0027,0.0026
2097,Iteracao 2097,0.003194,0.0029,0.0029
2098,Iteracao 2098,0.011923,0.0111,0.0111
2099,Iteracao 2099,0.007079,0.0066,0.0066
2100,Iteracao 2100,0.013789,0.0128,0.0129
2101,Iteracao 2101,0.00328,0.0031,0.003
2102,Iteracao 2102,0.00218,0.002,0.002
2103,Iteracao 2103,0.003431,0.0032,0.0031
2104,Iteracao 2104,0.002396,0.0022,0.0021
2105,Iteracao 2105,0.005136,0.0047,0.0048
2106,Iteracao 2106,0.001899,0.0018,0.0017
2107,Iteracao 2107,0.013897,0.013,0.0129
2108,Iteracao 2108,0.003269,0.003,0.003
2109,Iteracao 2109,0.001845,0.0017,0.0016
2110,Iteracao 2110,0.002611,0.0024,0.0024
2111,Iteracao 2111,0.007639,0.0071,0.0071
2112,Iteracao 2112,0.003366,0.0031,0.003
2113,Iteracao 2113,0.00205,0.0019,0.0018
2114,Iteracao 2114,0.011653,0.0108,0.0108
2115,Iteracao 2115,0.007251,0.0067,0.0067
2116,Iteracao 2116,0.01954,0.0181,0.0182
2117,Iteracao 2117,0.002611,0.0024,0.0024
2118,Iteracao 2118,0.00233,0.0021,0.0021
2119,Iteracao 2119,0.001748,0.0016,0.0016
2120,Iteracao 2120,0.009107,0.0085,0.0085
2121,Iteracao 2121,0.006765,0.0063,0.0063
2122,Iteracao 2122,0.008265,0.0077,0.0077
2123,Iteracao 2123,0.001888,0.0018,0.0017
2124,Iteracao 2124,0.003906,0.0037,0.0036
2125,Iteracao 2125,0.015031,0.0139,0.014
2126,Iteracao 2126,0.001878,0.0017,0.0017
2127,Iteracao 2127,0.003895,0.0036,0.0037
2128,Iteracao 2128,0.002579,0.0023,0.0023
2129,Iteracao 2129,0.003248,0.0029,0.0028
2130,Iteracao 2130,0.001834,0.0017,0.0017
2131,Iteracao 2131,0.001727,0.0016,0.0016
2132,Iteracao 2132,0.003485,0.0033,0.0032
2133,Iteracao 2133,0.002018,0.0019,0.0018
2134,Iteracao 2134,0.003096,0.0028,0.0028
2135,Iteracao 2135,0.002061,0.0019,0.0019
2136,Iteracao 2136,0.008352,0.0078,0.0078
2137,Iteracao 2137,0.002082,0.0019,0.0019
2138,Iteracao 2138,0.001996,0.0018,0.0018
2139,Iteracao 2139,0.002061,0.0019,0.0018
2140,Iteracao 2140,0.001597,0.0015,0.0014
2141,Iteracao 2141,0.001834,0.0017,0.0016
2142,Iteracao 2142,0.012106,0.0113,0.0112
2143,Iteracao 2143,0.002007,0.0018,0.0018
2144,Iteracao 2144,0.032953,0.0307,0.0309
2145,Iteracao 2145,0.002093,0.0019,0.0019
2146,Iteracao 2146,0.019131,0.0178,0.0178
2147,Iteracao 2147,0.007834,0.0073,0.0073
2148,Iteracao 2148,0.018462,0.0172,0.0172
2149,Iteracao 2149,0.001921,0.0018,0.0017
2150,Iteracao 2150,0.018904,0.0175,0.0176
2151,Iteracao 2151,0.053292,0.0501,0.0505
2152,Iteracao 2152,0.002277,0.002,0.0019
2153,Iteracao 2153,0.014427,0.0134,0.0134
2154,Iteracao 2154,0.002094,0.0019,0.0018
2155,Iteracao 2155,0.011977,0.0112,0.0111
2156,Iteracao 2156,0.001824,0.0017,0.0016
2157,Iteracao 2157,0.036222,0.0337,0.0338
2158,Iteracao 2158,0.019961,0.0186,0.0186
2159,Iteracao 2159,0.003269,0.003,0.003
2160,Iteracao 2160,0.00177,0.0016,0.0016
2161,Iteracao 2161,0.01312,0.0122,0.0122
2162,Iteracao 2162,0.001856,0.0016,0.0016
2163,Iteracao 2163,0.020609,0.0192,0.0192
2164,Iteracao 2164,0.013768,0.0128,0.0129
2165,Iteracao 2165,0.001727,0.0016,0.0015
2166,Iteracao 2166,0.011146,0.0103,0.0103
2167,Iteracao 2167,0.001921,0.0017,0.0018
2168,Iteracao 2168,0.027267,0.0254,0.0254
2169,Iteracao 2169,0.001931,0.0017,0.0018
2170,Iteracao 2170,0.001888,0.0018,0.0017
2171,Iteracao 2171,0.014103,0.0132,0.0132
2172,Iteracao 2172,0.002244,0.002,0.002
2173,Iteracao 2173,0.014653,0.0136,0.0137
2174,Iteracao 2174,0.001985,0.0018,0.0018
2175,Iteracao 2175,0.003378,0.0031,0.003
2176,Iteracao 2176,0.006031,0.0056,0.0056
2177,Iteracao 2177,0.00751,0.007,0.007
2178,Iteracao 2178,0.02103,0.0196,0.0196
2179,Iteracao 2179,0.001899,0.0017,0.0018
2180,Iteracao 2180,0.002104,0.0019,0.0019
2181,Iteracao 2181,0.009301,0.0086,0.0086
2182,Iteracao 2182,0.001855,0.0017,0.0017
2183,Iteracao 2183,0.007143,0.0067,0.0067
2184,Iteracao 2184,0.001996,0.0019,0.0018
2185,Iteracao 2185,0.002438,0.0023,0.0022
2186,Iteracao 2186,0.002309,0.0021,0.0021
2187,Iteracao 2187,0.013617,0.0126,0.0127
2188,Iteracao 2188,0.008589,0.008,0.008
2189,Iteracao 2189,0.007736,0.0072,0.0072
2190,Iteracao 2190,0.003377,0.0031,0.0031
2191,Iteracao 2191,0.004208,0.0039,0.0039
2192,Iteracao 2192,0.01571,0.0147,0.0147
2193,Iteracao 2193,0.002158,0.002,0.0019
2194,Iteracao 2194,0.001921,0.0018,0.0017
2195,Iteracao 2195,0.002633,0.0024,0.0024
2196,Iteracao 2196,0.002493,0.0023,0.0023
2197,Iteracao 2197,0.00192,0.0018,0.0017
2198,Iteracao 2198,0.002428,0.0022,0.0022
2199,Iteracao 2199,0.003701,0.0034,0.0034
2200,Iteracao 2200,0.001835,0.0017,0.0017
2201,Iteracao 2201,0.003043,0.0028,0.0028
2202,Iteracao 2202,0.002363,0.0022,0.0022
2203,Iteracao 2203,0.001694,0.0015,0.0016
2204,Iteracao 2204,0.007348,0.0068,0.0069
2205,Iteracao 2205,0.007014,0.0065,0.0065
2206,Iteracao 2206,0.003162,0.0029,0.0028
2207,Iteracao 2207,0.007262,0.0068,0.0068
2208,Iteracao 2208,0.005654,0.0052,0.0052
2209,Iteracao 2209,0.002017,0.0019,0.0018
2210,Iteracao 2210,0.001855,0.0017,0.0017
2211,Iteracao 2211,0.020285,0.0189,0.0189
2212,Iteracao 2212,0.002578,0.0024,0.0023
2213,Iteracao 2213,0.013704,0.0128,0.0128
2214,Iteracao 2214,0.00191,0.0018,0.0017
2215,Iteracao 2215,0.003928,0.0029,0.0023
2216,Iteracao 2216,0.002384,0.0021,0.0021
2217,Iteracao 2217,0.024741,0.023,0.0231
2218,Iteracao 2218,0.007834,0.0073,0.0073
2219,Iteracao 2219,0.00301,0.0027,0.0028
2220,Iteracao 2220,0.006376,0.0059,0.0059
2221,Iteracao 2221,0.014448,0.0135,0.0135
2222,Iteracao 2222,0.021591,0.02,0.0201
2223,Iteracao 2223,0.001856,0.0017,0.0017
2224,Iteracao 2224,0.014653,0.0136,0.0136
2225,Iteracao 2225,0.00204,0.0019,0.0019
2226,Iteracao 2226,0.00232,0.0021,0.0021
2227,Iteracao 2227,0.018893,0.0175,0.0175
2228,Iteracao 2228,0.002396,0.0022,0.0021
2229,Iteracao 2229,0.002719,0.0025,0.0025
2230,Iteracao 2230,0.003184,0.003,0.0029
2231,Iteracao 2231,0.001608,0.0015,0.0014
2232,Iteracao 2232,0.004176,0.0038,0.0039
2233,Iteracao 2233,0.002083,0.0019,0.0018
2234,Iteracao 2234,0.007358,0.0068,0.0068
2235,Iteracao 2235,0.02117,0.0197,0.0197
2236,Iteracao 2236,0.002427,0.0022,0.0022
2237,Iteracao 2237,0.002007,0.0018,0.0018
2238,Iteracao 2238,0.004284,0.0039,0.0039
2239,Iteracao 2239,0.007262,0.0067,0.0068
2240,Iteracao 2240,0.002827,0.0026,0.0026
2241,Iteracao 2241,0.009031,0.0084,0.0084
2242,Iteracao 2242,0.007272,0.0067,0.0068
2243,Iteracao 2243,0.001964,0.0018,0.0018
2244,Iteracao 2244,0.001888,0.0017,0.0017
2245,Iteracao 2245,0.003971,0.0037,0.0036
2246,Iteracao 2246,0.005007,0.0046,0.0046
2247,Iteracao 2247,0.002385,0.0021,0.0022
2248,Iteracao 2248,0.014815,0.0138,0.0138
2249,Iteracao 2249,0.002007,0.0018,0.0018
2250,Iteracao 2250,0.003561,0.0033,0.0032
2251,Iteracao 2251,0.001921,0.0018,0.0017
2252,Iteracao 2252,0.001834,0.0017,0.0016
2253,Iteracao 2253,0.003183,0.0029,0.0029
2254,Iteracao 2254,0.001834,0.0016,0.0017
2255,Iteracao 2255,0.00328,0.003,0.0031
2256,Iteracao 2256,0.003496,0.0032,0.0033
2257,Iteracao 2257,0.003712,0.0034,0.0034
2258,Iteracao 2258,0.003237,0.003,0.0029
2259,Iteracao 2259,0.001824,0.0017,0.0017
2260,Iteracao 2260,0.001888,0.0017,0.0017
2261,Iteracao 2261,0.001996,0.0018,0.0018
2262,Iteracao 2262,0.007973,0.0074,0.0075
2263,Iteracao 2263,0.0041,0.0038,0.0037
2264,Iteracao 2264,0.003647,0.0033,0.0034
2265,Iteracao 2265,0.001996,0.0018,0.0018
2266,Iteracao 2266,0.002838,0.0026,0.0026
2267,Iteracao 2267,0.007251,0.0068,0.0068
2268,Iteracao 2268,0.003086,0.0029,0.0028
2269,Iteracao 2269,0.001931,0.0018,0.0017
2270,Iteracao 2270,0.002104,0.002,0.0019
2271,Iteracao 2271,0.001953,0.0018,0.0017
2272,Iteracao 2272,0.00177,0.0016,0.0016
2273,Iteracao 2273,0.007424,0.0069,0.0069
2274,Iteracao 2274,0.018947,0.0177,0.0177
2275,Iteracao 2275,0.007693,0.0071,0.0072
2276,Iteracao 2276,0.009301,0.0087,0.0087
2277,Iteracao 2277,0.007597,0.0071,0.0071
2278,Iteracao 2278,0.002417,0.0023,0.0022
2279,Iteracao 2279,0.008696,0.0081,0.0081
2280,Iteracao 2280,0.001845,0.0017,0.0017
2281,Iteracao 2281,0.002417,0.0022,0.0021
2282,Iteracao 2282,0.001964,0.0018,0.0017
2283,Iteracao 2283,0.012926,0.012,0.0121
2284,Iteracao 2284,0.003561,0.0032,0.0033
2285,Iteracao 2285,0.008136,0.0076,0.0076
2286,Iteracao 2286,0.001737,0.0016,0.0015
2287,Iteracao 2287,0.002697,0.0024,0.0025
2288,Iteracao 2288,0.004726,0.0044,0.0043
2289,Iteracao 2289,0.011276,0.0105,0.0105
2290,Iteracao 2290,0.009538,0.0089,0.0089
2291,Iteracao 2291,0.00218,0.002,0.002
2292,Iteracao 2292,0.002535,0.0024,0.0023
2293,Iteracao 2293,0.003582,0.0032,0.003
2294,Iteracao 2294,0.002557,0.0024,0.0023
2295,Iteracao 2295,0.00191,0.0018,0.0017
2296,Iteracao 2296,0.00724,0.0067,0.0067
2297,Iteracao 2297,0.002612,0.0024,0.0024
2298,Iteracao 2298,0.007672,0.0071,0.0071
2299,Iteracao 2299,0.00164,0.0015,0.0015
2300,Iteracao 2300,0.001651,0.0015,0.0014
2301,Iteracao 2301,0.006894,0.0064,0.0064
2302,Iteracao 2302,0.019346,0.018,0.018
2303,Iteracao 2303,0.002039,0.0018,0.0019
2304,Iteracao 2304,0.019141,0.0178,0.0179
2305,Iteracao 2305,0.001855,0.0017,0.0016
2306,Iteracao 2306,0.002956,0.0027,0.0027
2307,Iteracao 2307,0.006873,0.0064,0.0064
2308,Iteracao 2308,0.00683,0.0064,0.0063
2309,Iteracao 2309,0.008265,0.0077,0.0077
2310,Iteracao 2310,0.002147,0.0019,0.002
2311,Iteracao 2311,0.002438,0.0022,0.0022
2312,Iteracao 2312,0.002967,0.0027,0.0027
2313,Iteracao 2313,0.007003,0.0066,0.0065
2314,Iteracao 2314,0.002406,0.0022,0.0022
2315,Iteracao 2315,0.001985,0.0018,0.0017
2316,Iteracao 2316,0.001867,0.0018,0.0017
2317,Iteracao 2317,0.003053,0.0028,0.0028
2318,Iteracao 2318,0.007046,0.0066,0.0066
2319,Iteracao 2319,0.002471,0.0023,0.0022
2320,Iteracao 2320,0.001812,0.0017,0.0016
2321,Iteracao 2321,0.003421,0.0032,0.0031
2322,Iteracao 2322,0.002374,0.0022,0.0022
2323,Iteracao 2323,0.001823,0.0017,0.0016
2324,Iteracao 2324,0.001802,0.0017,0.0016
2325,Iteracao 2325,0.007466,0.007,0.007
2326,Iteracao 2326,0.001996,0.0018,0.0018
2327,Iteracao 2327,0.001921,0.0018,0.0017
2328,Iteracao 2328,0.002115,0.0019,0.0019
2329,Iteracao 2329,0.007078,0.0066,0.0066
2330,Iteracao 2330,0.002546,0.0024,0.0023
2331,Iteracao 2331,0.001953,0.0018,0.0018
2332,Iteracao 2332,0.001705,0.0016,0.0016
2333,Iteracao 2333,0.004219,0.0039,0.0039
2334,Iteracao 2334,0.002741,0.0025,0.0025
2335,Iteracao 2335,0.006949,0.0065,0.0065
2336,Iteracao 2336,0.001748,0.0016,0.0015
2337,Iteracao 2337,0.006992,0.0066,0.0065
2338,Iteracao 2338,0.001716,0.0015,0.0016
2339,Iteracao 2339,0.008178,0.0076,0.0076
2340,Iteracao 2340,0.001834,0.0017,0.0016
2341,Iteracao 2341,0.003809,0.0035,0.0035
2342,Iteracao 2342,0.00164,0.0015,0.0015
2343,Iteracao 2343,0.008513,0.008,0.0079
2344,Iteracao 2344,0.007348,0.0068,0.0068
2345,Iteracao 2345,0.006841,0.0064,0.0064
2346,Iteracao 2346,0.001921,0.0017,0.0018
2347,Iteracao 2347,0.006873,0.0064,0.0064
2348,Iteracao 2348,0.004187,0.0039,0.0038
2349,Iteracao 2349,0.001748,0.0016,0.0015
2350,Iteracao 2350,0.005935,0.0055,0.0055
2351,Iteracao 2351,0.018516,0.0172,0.0173
2352,Iteracao 2352,0.008136,0.0075,0.0076
2353,Iteracao 2353,0.001856,0.0017,0.0017
2354,Iteracao 2354,0.00163,0.0015,0.0014
2355,Iteracao 2355,0.013185,0.0123,0.0123
2356,Iteracao 2356,0.001867,0.0018,0.0017
2357,Iteracao 2357,0.002902,0.0027,0.0027
2358,Iteracao 2358,0.004824,0.0045,0.0044
2359,Iteracao 2359,0.007434,0.007,0.0069
2360,Iteracao 2360,0.009441,0.0088,0.0088
2361,Iteracao 2361,0.008179,0.0076,0.0076
2362,Iteracao 2362,0.001942,0.0018,0.0018
2363,Iteracao 2363,0.00288,0.0027,0.0026
2364,Iteracao 2364,0.002859,0.0026,0.0026
2365,Iteracao 2365,0.001931,0.0017,0.0018
2366,Iteracao 2366,0.006366,0.0059,0.0058
2367,Iteracao 2367,0.018731,0.0175,0.0175
2368,Iteracao 2368,0.002083,0.0019,0.0018
2369,Iteracao 2369,0.001888,0.0018,0.0017
2370,Iteracao 2370,0.013909,0.0129,0.0129
2371,Iteracao 2371,0.001759,0.0016,0.0016
2372,Iteracao 2372,0.007121,0.0067,0.0066
2373,Iteracao 2373,0.003032,0.0028,0.0028
2374,Iteracao 2374,0.019238,0.0179,0.018
2375,Iteracao 2375,0.002741,0.0025,0.0025
2376,Iteracao 2376,0.003744,0.0034,0.0035
2377,Iteracao 2377,0.002406,0.0022,0.0022
2378,Iteracao 2378,0.007607,0.0071,0.0071
2379,Iteracao 2379,0.02076,0.0193,0.0193
2380,Iteracao 2380,0.002428,0.0023,0.0022
2381,Iteracao 2381,0.003604,0.0033,0.0033
2382,Iteracao 2382,0.006917,0.0064,0.0065
2383,Iteracao 2383,0.008071,0.0076,0.0075
2384,Iteracao 2384,0.002859,0.0026,0.0026
2385,Iteracao 2385,0.006884,0.0064,0.0063
2386,Iteracao 2386,0.001899,0.0017,0.0017
2387,Iteracao 2387,0.013294,0.0116,0.0112
2388,Iteracao 2388,0.024569,0.0228,0.0229
2389,Iteracao 2389,0.002126,0.002,0.0019
2390,Iteracao 2390,0.001856,0.0017,0.0017
2391,Iteracao 2391,0.013768,0.0128,0.0128
2392,Iteracao 2392,0.006733,0.0062,0.0063
2393,Iteracao 2393,0.001769,0.0016,0.0015
2394,Iteracao 2394,0.002492,0.0023,0.0023
2395,Iteracao 2395,0.018461,0.0172,0.0172
2396,Iteracao 2396,0.001953,0.0018,0.0017
2397,Iteracao 2397,0.002222,0.002,0.0021
2398,Iteracao 2398,0.002643,0.0024,0.0024
2399,Iteracao 2399,0.00177,0.0016,0.0016
2400,Iteracao 2400,0.005103,0.0047,0.0047
2401,Iteracao 2401,0.001791,0.0017,0.0017
2402,Iteracao 2402,0.002644,0.0024,0.0024
2403,Iteracao 2403,0.003086,0.0029,0.0028
2404,Iteracao 2404,0.00218,0.002,0.002
2405,Iteracao 2405,0.001575,0.0015,0.0014
2406,Iteracao 2406,0.004316,0.004,0.0039
2407,Iteracao 2407,0.0071,0.0066,0.0067
2408,Iteracao 2408,0.018581,0.0173,0.0173
2409,Iteracao 2409,0.001953,0.0018,0.0017
2410,Iteracao 2410,0.006885,0.0064,0.0064
2411,Iteracao 2411,0.005276,0.0041,0.0036
2412,Iteracao 2412,0.004359,0.004,0.0039
2413,Iteracao 2413,0.002277,0.0021,0.0021
2414,Iteracao 2414,0.001985,0.0018,0.0018
2415,Iteracao 2415,0.004391,0.004,0.004
2416,Iteracao 2416,0.016865,0.0158,0.0157
2417,Iteracao 2417,0.008168,0.0076,0.0076
2418,Iteracao 2418,0.00165,0.0015,0.0015
2419,Iteracao 2419,0.007056,0.0066,0.0066
2420,Iteracao 2420,0.001932,0.0018,0.0017
2421,Iteracao 2421,0.003011,0.0027,0.0028
2422,Iteracao 2422,0.012333,0.0114,0.0115
2423,Iteracao 2423,0.003916,0.0036,0.0036
2424,Iteracao 2424,0.003464,0.0032,0.0032
2425,Iteracao 2425,0.001738,0.0016,0.0016
2426,Iteracao 2426,0.007671,0.0072,0.0071
2427,Iteracao 2427,0.004748,0.0044,0.0043
2428,Iteracao 2428,0.019756,0.0184,0.0184
2429,Iteracao 2429,0.002201,0.002,0.002
2430,Iteracao 2430,0.007942,0.0074,0.0074
2431,Iteracao 2431,0.001769,0.0016,0.0016
2432,Iteracao 2432,0.00163,0.0015,0.0015
2433,Iteracao 2433,0.002233,0.0021,0.002
2434,Iteracao 2434,0.013261,0.0123,0.0123
2435,Iteracao 2435,0.001759,0.0016,0.0016
2436,Iteracao 2436,0.002406,0.0022,0.0022
2437,Iteracao 2437,0.002384,0.0022,0.0021
2438,Iteracao 2438,0.009096,0.0085,0.0084
2439,Iteracao 2439,0.001964,0.0018,0.0018
2440,Iteracao 2440,0.006917,0.0064,0.0065
2441,Iteracao 2441,0.004823,0.0044,0.0044
2442,Iteracao 2442,0.006798,0.0064,0.0063
2443,Iteracao 2443,0.001802,0.0017,0.0016
2444,Iteracao 2444,0.001824,0.0017,0.0016
2445,Iteracao 2445,0.00177,0.0016,0.0016
2446,Iteracao 2446,0.008503,0.0079,0.0079
2447,Iteracao 2447,0.006863,0.0064,0.0064
2448,Iteracao 2448,0.007035,0.0066,0.0065
2449,Iteracao 2449,0.008826,0.0081,0.0082
2450,Iteracao 2450,0.00191,0.0018,0.0017
2451,Iteracao 2451,0.007737,0.0072,0.0072
2452,Iteracao 2452,0.018774,0.0175,0.0174
2453,Iteracao 2453,0.001855,0.0017,0.0017
2454,Iteracao 2454,0.002385,0.0022,0.0022
2455,Iteracao 2455,0.018299,0.017,0.0171
2456,Iteracao 2456,0.002504,0.0023,0.0022
2457,Iteracao 2457,0.018688,0.0174,0.0173
2458,Iteracao 2458,0.007337,0.0068,0.0069
2459,Iteracao 2459,0.007154,0.0067,0.0067
2460,Iteracao 2460,0.00314,0.0029,0.0028
2461,Iteracao 2461,0.001716,0.0016,0.0015
2462,Iteracao 2462,0.001673,0.0015,0.0015
2463,Iteracao 2463,0.020231,0.0188,0.0188
2464,Iteracao 2464,0.001845,0.0017,0.0016
2465,Iteracao 2465,0.003086,0.0028,0.0028
2466,Iteracao 2466,0.006798,0.0063,0.0063
2467,Iteracao 2467,0.007359,0.0069,0.0069
2468,Iteracao 2468,0.002935,0.0027,0.0027
2469,Iteracao 2469,0.001705,0.0015,0.0015
2470,Iteracao 2470,0.002968,0.0028,0.0027
2471,Iteracao 2471,0.004737,0.0044,0.0044
2472,Iteracao 2472,0.00205,0.0019,0.0018
2473,Iteracao 2473,0.008028,0.0075,0.0075
2474,Iteracao 2474,0.018224,0.0169,0.017
2475,Iteracao 2475,0.001899,0.0017,0.0017
2476,Iteracao 2476,0.002654,0.0024,0.0024
2477,Iteracao 2477,0.001943,0.0018,0.0018
2478,Iteracao 2478,0.007002,0.0066,0.0065
2479,Iteracao 2479,0.006755,0.0063,0.0063
2480,Iteracao 2480,0.007574,0.0071,0.007
2481,Iteracao 2481,0.001845,0.0017,0.0016
2482,Iteracao 2482,0.00696,0.0065,0.0065
2483,Iteracao 2483,0.002697,0.0024,0.0025
2484,Iteracao 2484,0.00464,0.0043,0.0043
2485,Iteracao 2485,0.003258,0.003,0.003
2486,Iteracao 2486,0.001974,0.0018,0.0018
2487,Iteracao 2487,0.003183,0.003,0.0029
2488,Iteracao 2488,0.007542,0.007,0.007
2489,Iteracao 2489,0.001856,0.0017,0.0017
2490,Iteracao 2490,0.003723,0.0035,0.0034
2491,Iteracao 2491,0.002115,0.002,0.0019
2492,Iteracao 2492,0.003529,0.0033,0.0032
2493,Iteracao 2493,0.002083,0.0019,0.0019
2494,Iteracao 2494,0.004295,0.004,0.0039
2495,Iteracao 2495,0.007154,0.0067,0.0067
2496,Iteracao 2496,0.013585,0.0126,0.0127
2497,Iteracao 2497,0.007294,0.0068,0.0068
2498,Iteracao 2498,0.001942,0.0018,0.0018
2499,Iteracao 2499,0.002504,0.0023,0.0022
2500,Iteracao 2500,0.006884,0.0064,0.0064
2501,Iteracao 2501,0.002666,0.0025,0.0024
2502,Iteracao 2502,0.001748,0.0016,0.0016
2503,Iteracao 2503,0.007726,0.0072,0.0072
2504,Iteracao 2504,0.002428,0.0022,0.0022
2505,Iteracao 2505,0.00806,0.0074,0.0075
2506,Iteracao 2506,0.007456,0.007,0.007
2507,Iteracao 2507,0.002449,0.0022,0.0022
2508,Iteracao 2508,0.018537,0.0173,0.0172
2509,Iteracao 2509,0.001985,0.0018,0.0018
2510,Iteracao 2510,0.018365,0.0171,0.0171
2511,Iteracao 2511,0.006905,0.0064,0.0064
2512,Iteracao 2512,0.017772,0.0165,0.0166
2513,Iteracao 2513,0.017761,0.0166,0.0165
2514,Iteracao 2514,0.013304,0.0124,0.0124
2515,Iteracao 2515,0.012204,0.0114,0.0114
2516,Iteracao 2516,0.00191,0.0018,0.0017
2517,Iteracao 2517,0.00328,0.0031,0.003
2518,Iteracao 2518,0.00682,0.0064,0.0063
2519,Iteracao 2519,0.001813,0.0016,0.0017
2520,Iteracao 2520,0.019325,0.0179,0.018
2521,Iteracao 2521,0.012452,0.0116,0.0116
2522,Iteracao 2522,0.008298,0.0077,0.0077
2523,Iteracao 2523,0.002601,0.0024,0.0023
2524,Iteracao 2524,0.007618,0.0071,0.0071
2525,Iteracao 2525,0.001856,0.0017,0.0017
2526,Iteracao 2526,0.001801,0.0017,0.0016
2527,Iteracao 2527,0.002945,0.0028,0.0027
2528,Iteracao 2528,0.001824,0.0017,0.0016
2529,Iteracao 2529,0.001975,0.0018,0.0017
2530,Iteracao 2530,0.00191,0.0017,0.0018
2531,Iteracao 2531,0.002827,0.0026,0.0026
2532,Iteracao 2532,0.001823,0.0017,0.0016
2533,Iteracao 2533,0.006971,0.0065,0.0065
2534,Iteracao 2534,0.001986,0.0019,0.0018
2535,Iteracao 2535,0.002191,0.002,0.002
2536,Iteracao 2536,0.001909,0.0018,0.0017
2537,Iteracao 2537,0.001683,0.0016,0.0015
2538,Iteracao 2538,0.001715,0.0016,0.0015
2539,Iteracao 2539,0.003377,0.0031,0.0031
2540,Iteracao 2540,0.00191,0.0018,0.0017
2541,Iteracao 2541,0.001727,0.0016,0.0015
2542,Iteracao 2542,0.008912,0.0083,0.0083
2543,Iteracao 2543,0.001651,0.0015,0.0014
2544,Iteracao 2544,0.002795,0.0026,0.0026
2545,Iteracao 2545,0.001705,0.0015,0.0016
2546,Iteracao 2546,0.007758,0.0072,0.0073
2547,Iteracao 2547,0.00218,0.002,0.002
2548,Iteracao 2548,0.001888,0.0017,0.0017
2549,Iteracao 2549,0.001888,0.0017,0.0017
2550,Iteracao 2550,0.007672,0.0072,0.0071
2551,Iteracao 2551,0.001737,0.0016,0.0015
2552,Iteracao 2552,0.002061,0.0019,0.0018
2553,Iteracao 2553,0.001975,0.0019,0.0018
2554,Iteracao 2554,0.001694,0.0015,0.0015
2555,Iteracao 2555,0.007046,0.0065,0.0066
2556,Iteracao 2556,0.003636,0.0034,0.0033
2557,Iteracao 2557,0.006884,0.0064,0.0065
2558,Iteracao 2558,0.002568,0.0023,0.0024
2559,Iteracao 2559,0.006776,0.0063,0.0063
2560,Iteracao 2560,0.001996,0.0019,0.0018
2561,Iteracao 2561,0.006938,0.0064,0.0065
