n,Resultado,Tempo_Relogio(ms),Tempo_CPU_Usuario(ms),Tempo_CPU_Sistema(ms)
3081,Iteracao 3081,0.001683,0.0015,0.0015
3082,Iteracao 3082,0.003604,0.0033,0.0033
3083,Iteracao 3083,0.001834,0.0017,0.0016
3084,Iteracao 3084,0.008265,0.0077,0.0077
3085,Iteracao 3085,0.001759,0.0016,0.0016
3086,Iteracao 3086,0.001672,0.0016,0.0015
3087,Iteracao 3087,0.003053,0.0028,0.0028
3088,Iteracao 3088,0.006744,0.0063,0.0063
3089,Iteracao 3089,0.001899,0.0017,0.0017
3090,Iteracao 3090,0.0067,0.0062,0.0063
3091,Iteracao 3091,0.004392,0.004,0.0041
3092,Iteracao 3092,0.001813,0.0016,0.0017
3093,Iteracao 3093,0.013012,0.0121,0.0122
3094,Iteracao 3094,0.002233,0.0021,0.002
3095,Iteracao 3095,0.001586,0.0014,0.0014
3096,Iteracao 3096,0.003421,0.0032,0.0032
3097,Iteracao 3097,0.006841,0.0064,0.0064
3098,Iteracao 3098,0.00272,0.0025,0.0024
3099,Iteracao 3099,0.00301,0.0028,0.0028
3100,Iteracao 3100,0.003258,0.003,0.003
3101,Iteracao 3101,0.030989,0.0121,0.0112
3102,Iteracao 3102,0.009031,0.0084,0.0083
3103,Iteracao 3103,0.002406,0.0022,0.0022
3104,Iteracao 3104,0.001791,0.0016,0.0016
3105,Iteracao 3105,0.002331,0.0021,0.0021
3106,Iteracao 3106,0.006798,0.0063,0.0064
3107,Iteracao 3107,0.003734,0.0035,0.0034
3108,Iteracao 3108,0.002568,0.0024,0.0024
3109,Iteracao 3109,0.004942,0.0046,0.0046
3110,Iteracao 3110,0.012452,0.0116,0.0116
3111,Iteracao 3111,0.014092,0.0131,0.0131
3112,Iteracao 3112,0.00177,0.0016,0.0016
3113,Iteracao 3113,0.001737,0.0016,0.0016
3114,Iteracao 3114,0.003076,0.0029,0.0028
3115,Iteracao 3115,0.001748,0.0016,0.0016
3116,Iteracao 3116,0.0067,0.0062,0.0063
3117,Iteracao 3117,0.003011,0.0028,0.0027
3118,Iteracao 3118,0.012095,0.0113,0.0113
3119,Iteracao 3119,0.007651,0.0071,0.0071
3120,Iteracao 3120,0.007208,0.0067,0.0067
3121,Iteracao 3121,0.005374,0.0049,0.0049
3122,Iteracao 3122,0.001727,0.0015,0.0015
3123,Iteracao 3123,0.006916,0.0065,0.0064
3124,Iteracao 3124,0.018569,0.0173,0.0173
3125,Iteracao 3125,0.017566,0.0164,0.0163
3126,Iteracao 3126,0.006658,0.0062,0.0062
3127,Iteracao 3127,0.006755,0.0062,0.0063
3128,Iteracao 3128,0.002622,0.0024,0.0023
3129,Iteracao 3129,0.001672,0.0015,0.0015
3130,Iteracao 3130,0.017696,0.0164,0.0165
3131,Iteracao 3131,0.001597,0.0015,0.0014
3132,Iteracao 3132,0.001866,0.0017,0.0017
3133,Iteracao 3133,0.007499,0.007,0.007
3134,Iteracao 3134,0.004154,0.0038,0.0038
3135,Iteracao 3135,0.00163,0.0015,0.0014
3136,Iteracao 3136,0.020124,0.0187,0.0188
3137,Iteracao 3137,0.001759,0.0016,0.0016
3138,Iteracao 3138,0.00341,0.0032,0.0031
3139,Iteracao 3139,0.008157,0.0076,0.0076
3140,Iteracao 3140,0.006938,0.0064,0.0065
3141,Iteracao 3141,0.002999,0.0028,0.0028
3142,Iteracao 3142,0.00356,0.0033,0.0033
3143,Iteracao 3143,0.007629,0.0071,0.0072
3144,Iteracao 3144,0.007208,0.0068,0.0067
3145,Iteracao 3145,0.013779,0.0128,0.0129
3146,Iteracao 3146,0.003464,0.0032,0.0032
3147,Iteracao 3147,0.001726,0.0016,0.0015
3148,Iteracao 3148,0.011999,0.0112,0.0112
3149,Iteracao 3149,0.011988,0.0111,0.0112
3150,Iteracao 3150,0.002913,0.0027,0.0026
3151,Iteracao 3151,0.001813,0.0016,0.0017
3152,Iteracao 3152,0.00205,0.0019,0.0018
3153,Iteracao 3153,0.00492,0.0046,0.0045
3154,Iteracao 3154,0.01775,0.0165,0.0166
3155,Iteracao 3155,0.004262,0.0039,0.0039
3156,Iteracao 3156,0.001564,0.0015,0.0014
3157,Iteracao 3157,0.006679,0.0062,0.0062
3158,Iteracao 3158,0.007726,0.0072,0.0072
3159,Iteracao 3159,0.00191,0.0018,0.0017
3160,Iteracao 3160,0.001889,0.0018,0.0018
3161,Iteracao 3161,0.001996,0.0018,0.0018
3162,Iteracao 3162,0.004273,0.0039,0.0039
3163,Iteracao 3163,0.007478,0.007,0.007
3164,Iteracao 3164,0.001694,0.0015,0.0015
3165,Iteracao 3165,0.018623,0.0173,0.0174
3166,Iteracao 3166,0.012322,0.0114,0.0115
3167,Iteracao 3167,0.002719,0.0025,0.0025
3168,Iteracao 3168,0.006711,0.0063,0.0062
3169,Iteracao 3169,0.00246,0.0023,0.0022
3170,Iteracao 3170,0.00656,0.0061,0.0061
3171,Iteracao 3171,0.002439,0.0023,0.0022
3172,Iteracao 3172,0.013693,0.0128,0.0128
3173,Iteracao 3173,0.00204,0.0019,0.0018
3174,Iteracao 3174,0.001564,0.0014,0.0014
3175,Iteracao 3175,0.002438,0.0022,0.0022
3176,Iteracao 3176,0.001597,0.0014,0.0014
3177,Iteracao 3177,0.008794,0.0082,0.0082
3178,Iteracao 3178,0.00178,0.0017,0.0016
3179,Iteracao 3179,0.001586,0.0015,0.0014
3180,Iteracao 3180,0.006679,0.0062,0.0063
3181,Iteracao 3181,0.008276,0.0077,0.0078
3182,Iteracao 3182,0.006539,0.006,0.0061
3183,Iteracao 3183,0.001705,0.0015,0.0016
3184,Iteracao 3184,0.007769,0.0073,0.0072
3185,Iteracao 3185,0.002762,0.0025,0.0026
3186,Iteracao 3186,0.003097,0.0029,0.0029
3187,Iteracao 3187,0.003863,0.0036,0.0034
3188,Iteracao 3188,0.016099,0.0153,0.0152
3189,Iteracao 3189,0.003053,0.0029,0.003
3190,Iteracao 3190,0.003388,0.0032,0.003
3191,Iteracao 3191,0.008449,0.0078,0.0078
3192,Iteracao 3192,0.002222,0.002,0.0021
3193,Iteracao 3193,0.00355,0.0032,0.0031
3194,Iteracao 3194,0.004845,0.0045,0.0044
3195,Iteracao 3195,0.003119,0.0028,0.0024
3196,Iteracao 3196,0.002255,0.002,0.002
3197,Iteracao 3197,0.019875,0.0175,0.0171
3198,Iteracao 3198,0.004942,0.0042,0.0039
3199,Iteracao 3199,0.002277,0.002,0.0019
3200,Iteracao 3200,0.010595,0.0096,0.0098
3201,Iteracao 3201,0.002277,0.002,0.0021
3202,Iteracao 3202,0.004964,0.0044,0.0044
3203,Iteracao 3203,0.003323,0.003,0.003
3204,Iteracao 3204,0.003873,0.0036,0.0035
3205,Iteracao 3205,0.003378,0.0031,0.0031
3206,Iteracao 3206,0.001747,0.0016,0.0015
3207,Iteracao 3207,0.007542,0.0071,0.007
3208,Iteracao 3208,0.006884,0.0064,0.0064
3209,Iteracao 3209,0.008524,0.0079,0.008
3210,Iteracao 3210,0.007294,0.0068,0.0068
3211,Iteracao 3211,0.005092,0.0047,0.0046
3212,Iteracao 3212,0.00164,0.0015,0.0015
3213,Iteracao 3213,0.018008,0.0167,0.0168
3214,Iteracao 3214,0.001845,0.0016,0.0017
3215,Iteracao 3215,0.003151,0.0028,0.0029
3216,Iteracao 3216,0.006852,0.0064,0.0064
3217,Iteracao 3217,0.013585,0.0127,0.0126
3218,Iteracao 3218,0.006636,0.0062,0.0062
3219,Iteracao 3219,0.002007,0.0018,0.0018
3220,Iteracao 3220,0.001964,0.0018,0.0017
3221,Iteracao 3221,0.003183,0.0029,0.003
3222,Iteracao 3222,0.009128,0.0085,0.0085
3223,Iteracao 3223,0.001575,0.0015,0.0014
3224,Iteracao 3224,0.002244,0.0021,0.002
3225,Iteracao 3225,0.001921,0.0018,0.0017
3226,Iteracao 3226,0.00164,0.0015,0.0015
3227,Iteracao 3227,0.008406,0.0078,0.0078
3228,Iteracao 3228,0.003291,0.003,0.003
3229,Iteracao 3229,0.00738,0.0069,0.0069
3230,Iteracao 3230,0.001823,0.0017,0.0016
3231,Iteracao 3231,0.001564,0.0014,0.0014
3232,Iteracao 3232,0.003539,0.0033,0.0032
3233,Iteracao 3233,0.001964,0.0018,0.0018
3234,Iteracao 3234,0.006819,0.0064,0.0063
3235,Iteracao 3235,0.002525,0.0023,0.0023
3236,Iteracao 3236,0.006506,0.006,0.0061
3237,Iteracao 3237,0.002288,0.0021,0.0021
3238,Iteracao 3238,0.003453,0.0032,0.0032
3239,Iteracao 3239,0.001824,0.0017,0.0016
3240,Iteracao 3240,0.008503,0.0079,0.0079
3241,Iteracao 3241,0.001791,0.0016,0.0016
3242,Iteracao 3242,0.001899,0.0017,0.0018
3243,Iteracao 3243,0.008491,0.0079,0.0079
3244,Iteracao 3244,0.001607,0.0015,0.0014
3245,Iteracao 3245,0.00164,0.0015,0.0015
3246,Iteracao 3246,0.003809,0.0035,0.0036
3247,Iteracao 3247,0.001953,0.0018,0.0017
3248,Iteracao 3248,0.001661,0.0015,0.0014
3249,Iteracao 3249,0.002794,0.0026,0.0025
3250,Iteracao 3250,0.001705,0.0016,0.0015
3251,Iteracao 3251,0.001694,0.0015,0.0015
3252,Iteracao 3252,0.002968,0.0027,0.0027
3253,Iteracao 3253,0.004866,0.0045,0.0045
3254,Iteracao 3254,0.017825,0.0166,0.0166
3255,Iteracao 3255,0.001812,0.0016,0.0016
3256,Iteracao 3256,0.001673,0.0015,0.0015
3257,Iteracao 3257,0.002493,0.0023,0.0023
3258,Iteracao 3258,0.007747,0.0072,0.0072
3259,Iteracao 3259,0.002256,0.002,0.0021
3260,Iteracao 3260,0.001576,0.0015,0.0015
3261,Iteracao 3261,0.004013,0.0037,0.0037
3262,Iteracao 3262,0.007175,0.0067,0.0067
3263,Iteracao 3263,0.019163,0.0178,0.0179
3264,Iteracao 3264,0.008124,0.0075,0.0076
3265,Iteracao 3265,0.001953,0.0018,0.0018
3266,Iteracao 3266,0.001769,0.0016,0.0016
3267,Iteracao 3267,0.007596,0.007,0.0071
3268,Iteracao 3268,0.001835,0.0017,0.0017
3269,Iteracao 3269,0.001758,0.0016,0.0016
3270,Iteracao 3270,0.00206,0.0019,0.0019
3271,Iteracao 3271,0.005493,0.0051,0.005
3272,Iteracao 3272,0.018451,0.0171,0.0172
3273,Iteracao 3273,0.007176,0.0066,0.0067
3274,Iteracao 3274,0.018343,0.017,0.0171
3275,Iteracao 3275,0.007348,0.0068,0.0069
3276,Iteracao 3276,0.002546,0.0024,0.0024
3277,Iteracao 3277,0.002708,0.0025,0.0025
3278,Iteracao 3278,0.017674,0.0164,0.0165
3279,Iteracao 3279,0.001845,0.0017,0.0017
3280,Iteracao 3280,0.007348,0.0068,0.0069
3281,Iteracao 3281,0.002373,0.0022,0.0022
3282,Iteracao 3282,0.002352,0.0022,0.0022
3283,Iteracao 3283,0.001738,0.0016,0.0016
3284,Iteracao 3284,0.00369,0.0035,0.0034
3285,Iteracao 3285,0.006679,0.0062,0.0062
3286,Iteracao 3286,0.002525,0.0023,0.0023
3287,Iteracao 3287,0.001738,0.0016,0.0016
3288,Iteracao 3288,0.001738,0.0016,0.0015
3289,Iteracao 3289,0.00205,0.0019,0.0019
3290,Iteracao 3290,0.007543,0.007,0.007
3291,Iteracao 3291,0.001705,0.0015,0.0015
3292,Iteracao 3292,0.001748,0.0016,0.0016
3293,Iteracao 3293,0.004823,0.0044,0.0045
3294,Iteracao 3294,0.017954,0.0167,0.0168
3295,Iteracao 3295,0.002729,0.0025,0.0025
3296,Iteracao 3296,0.006603,0.0062,0.0061
3297,Iteracao 3297,0.001619,0.0015,0.0014
3298,Iteracao 3298,0.007574,0.0071,0.007
3299,Iteracao 3299,0.002277,0.0021,0.0021
3300,Iteracao 3300,0.002989,0.0028,0.0027
3301,Iteracao 3301,0.003485,0.0032,0.0032
3302,Iteracao 3302,0.006927,0.0065,0.0064
3303,Iteracao 3303,0.013197,0.0123,0.0123
3304,Iteracao 3304,0.002104,0.0019,0.0019
3305,Iteracao 3305,0.006754,0.0063,0.0063
3306,Iteracao 3306,0.003,0.0028,0.0028
3307,Iteracao 3307,0.006518,0.006,0.0061
3308,Iteracao 3308,0.00177,0.0016,0.0015
3309,Iteracao 3309,0.001781,0.0017,0.0016
3310,Iteracao 3310,0.002774,0.0026,0.0025
3311,Iteracao 3311,0.002266,0.0021,0.0021
3312,Iteracao 3312,0.001759,0.0016,0.0016
3313,Iteracao 3313,0.003658,0.0034,0.0034
3314,Iteracao 3314,0.001705,0.0016,0.0015
3315,Iteracao 3315,0.00164,0.0015,0.0015
3316,Iteracao 3316,0.002676,0.0025,0.0024
3317,Iteracao 3317,0.001791,0.0017,0.0016
3318,Iteracao 3318,0.001781,0.0017,0.0016
3319,Iteracao 3319,0.001543,0.0014,0.0014
3320,Iteracao 3320,0.001683,0.0016,0.0015
3321,Iteracao 3321,0.001565,0.0015,0.0014
3322,Iteracao 3322,0.002913,0.0027,0.0026
3323,Iteracao 3323,0.001953,0.0018,0.0018
3324,Iteracao 3324,0.007207,0.0067,0.0068
3325,Iteracao 3325,0.002374,0.0021,0.0022
3326,Iteracao 3326,0.002223,0.002,0.002
3327,Iteracao 3327,0.007725,0.0072,0.0072
3328,Iteracao 3328,0.001521,0.0014,0.0013
3329,Iteracao 3329,0.006604,0.0061,0.0062
3330,Iteracao 3330,0.00314,0.0029,0.0029
3331,Iteracao 3331,0.002201,0.0021,0.002
3332,Iteracao 3332,0.002298,0.0021,0.0021
3333,Iteracao 3333,0.001673,0.0015,0.0014
3334,Iteracao 3334,0.002654,0.0025,0.0024
3335,Iteracao 3335,0.006798,0.0064,0.0063
3336,Iteracao 3336,0.003906,0.0036,0.0035
3337,Iteracao 3337,0.008017,0.0075,0.0075
3338,Iteracao 3338,0.001748,0.0016,0.0015
3339,Iteracao 3339,0.001759,0.0017,0.0016
3340,Iteracao 3340,0.001608,0.0014,0.0014
3341,Iteracao 3341,0.001748,0.0016,0.0015
3342,Iteracao 3342,0.001684,0.0015,0.0016
3343,Iteracao 3343,0.002083,0.0019,0.0019
3344,Iteracao 3344,0.006873,0.0064,0.0064
3345,Iteracao 3345,0.001824,0.0016,0.0016
3346,Iteracao 3346,0.001662,0.0015,0.0014
3347,Iteracao 3347,0.002471,0.0023,0.0023
3348,Iteracao 3348,0.005211,0.0049,0.0048
3349,Iteracao 3349,0.001661,0.0015,0.0015
3350,Iteracao 3350,0.018872,0.0176,0.0176
3351,Iteracao 3351,0.017631,0.0164,0.0165
3352,Iteracao 3352,0.006668,0.0062,0.0062
3353,Iteracao 3353,0.001813,0.0016,0.0017
3354,Iteracao 3354,0.002503,0.0024,0.0023
3355,Iteracao 3355,0.001727,0.0016,0.0016
3356,Iteracao 3356,0.023048,0.0214,0.0214
3357,Iteracao 3357,0.007208,0.0067,0.0068
3358,Iteracao 3358,0.0041,0.0038,0.0038
3359,Iteracao 3359,0.05163,0.0241,0.0233
3360,Iteracao 3360,0.00178,0.0016,0.0015
3361,Iteracao 3361,0.013196,0.0123,0.0123
3362,Iteracao 3362,0.00163,0.0015,0.0014
3363,Iteracao 3363,0.002352,0.0021,0.0021
3364,Iteracao 3364,0.017836,0.0166,0.0166
3365,Iteracao 3365,0.002525,0.0023,0.0023
3366,Iteracao 3366,0.006744,0.0063,0.0063
3367,Iteracao 3367,0.00301,0.0027,0.0028
3368,Iteracao 3368,0.003507,0.0032,0.0032
3369,Iteracao 3369,0.001802,0.0017,0.0016
3370,Iteracao 3370,0.020652,0.0192,0.0192
3371,Iteracao 3371,0.003247,0.003,0.0029
3372,Iteracao 3372,0.002535,0.0023,0.0023
3373,Iteracao 3373,0.001629,0.0015,0.0014
3374,Iteracao 3374,0.007326,0.0068,0.0069
3375,Iteracao 3375,0.001619,0.0014,0.0014
3376,Iteracao 3376,0.007543,0.007,0.0071
3377,Iteracao 3377,0.001618,0.0015,0.0015
3378,Iteracao 3378,0.003151,0.003,0.0029
3379,Iteracao 3379,0.001619,0.0015,0.0014
3380,Iteracao 3380,0.005265,0.0048,0.0048
3381,Iteracao 3381,0.001974,0.0018,0.0018
3382,Iteracao 3382,0.018786,0.0175,0.0176
3383,Iteracao 3383,0.002353,0.0022,0.0022
3384,Iteracao 3384,0.003107,0.0029,0.0029
3385,Iteracao 3385,0.013045,0.0122,0.0122
3386,Iteracao 3386,0.001802,0.0016,0.0016
3387,Iteracao 3387,0.006787,0.0063,0.0064
3388,Iteracao 3388,0.007564,0.007,0.0071
3389,Iteracao 3389,0.002643,0.0024,0.0024
3390,Iteracao 3390,0.004662,0.0043,0.0043
3391,Iteracao 3391,0.007564,0.0071,0.007
3392,Iteracao 3392,0.001661,0.0015,0.0015
3393,Iteracao 3393,0.015753,0.0139,0.0134
3394,Iteracao 3394,0.007791,0.0073,0.0073
3395,Iteracao 3395,0.002222,0.0023,0.0023
3396,Iteracao 3396,0.007823,0.0073,0.0073
3397,Iteracao 3397,0.007358,0.0068,0.0069
3398,Iteracao 3398,0.003161,0.0029,0.0029
3399,Iteracao 3399,0.001931,0.0018,0.0017
3400,Iteracao 3400,0.001953,0.0018,0.0018
3401,Iteracao 3401,0.002277,0.0021,0.002
3402,Iteracao 3402,0.004866,0.0045,0.0045
3403,Iteracao 3403,0.002319,0.0021,0.0021
3404,Iteracao 3404,0.008168,0.0076,0.0076
3405,Iteracao 3405,0.002191,0.002,0.002
3406,Iteracao 3406,0.006733,0.0062,0.0063
3407,Iteracao 3407,0.001964,0.0017,0.0018
3408,Iteracao 3408,0.003517,0.0033,0.0033
3409,Iteracao 3409,0.001845,0.0017,0.0017
3410,Iteracao 3410,0.006916,0.0064,0.0065
3411,Iteracao 3411,0.003161,0.0029,0.0029
3412,Iteracao 3412,0.006755,0.0063,0.0063
3413,Iteracao 3413,0.001889,0.0017,0.0017
3414,Iteracao 3414,0.002848,0.0027,0.0026
3415,Iteracao 3415,0.00164,0.0015,0.0015
3416,Iteracao 3416,0.00177,0.0017,0.0016
3417,Iteracao 3417,0.001586,0.0015,0.0014
3418,Iteracao 3418,0.001586,0.0015,0.0014
3419,Iteracao 3419,0.002007,0.0019,0.0018
3420,Iteracao 3420,0.001791,0.0017,0.0016
3421,Iteracao 3421,0.00287,0.0027,0.0027
3422,Iteracao 3422,0.001791,0.0017,0.0017
3423,Iteracao 3423,0.001597,0.0015,0.0015
3424,Iteracao 3424,0.00314,0.0029,0.0029
3425,Iteracao 3425,0.00328,0.003,0.0031
3426,Iteracao 3426,0.006733,0.0062,0.0063
3427,Iteracao 3427,0.002794,0.0025,0.0025
3428,Iteracao 3428,0.001964,0.0018,0.0018
3429,Iteracao 3429,0.001899,0.0018,0.0017
3430,Iteracao 3430,0.001867,0.0018,0.0017
3431,Iteracao 3431,0.001845,0.0017,0.0017
3432,Iteracao 3432,0.007683,0.0072,0.0071
3433,Iteracao 3433,0.001792,0.0016,0.0016
3434,Iteracao 3434,0.001835,0.0016,0.0017
3435,Iteracao 3435,0.006981,0.0065,0.0066
3436,Iteracao 3436,0.00164,0.0015,0.0015
3437,Iteracao 3437,0.001921,0.0018,0.0017
3438,Iteracao 3438,0.001651,0.0015,0.0014
3439,Iteracao 3439,0.002493,0.0023,0.0023
3440,Iteracao 3440,0.002353,0.0022,0.0021
3441,Iteracao 3441,0.001575,0.0014,0.0014
3442,Iteracao 3442,0.006668,0.0062,0.0063
3443,Iteracao 3443,0.002342,0.0022,0.0021
3444,Iteracao 3444,0.006723,0.0063,0.0062
3445,Iteracao 3445,0.001705,0.0015,0.0015
3446,Iteracao 3446,0.002654,0.0025,0.0024
3447,Iteracao 3447,0.001866,0.0017,0.0017
3448,Iteracao 3448,0.002201,0.002,0.002
3449,Iteracao 3449,0.006895,0.0064,0.0064
3450,Iteracao 3450,0.002061,0.0019,0.0018
3451,Iteracao 3451,0.001899,0.0017,0.0018
3452,Iteracao 3452,0.008406,0.0078,0.0079
3453,Iteracao 3453,0.00163,0.0015,0.0015
3454,Iteracao 3454,0.002611,0.0024,0.0024
3455,Iteracao 3455,0.001672,0.0015,0.0015
3456,Iteracao 3456,0.002202,0.0021,0.002
3457,Iteracao 3457,0.006917,0.0065,0.0064
3458,Iteracao 3458,0.006895,0.0064,0.0065
3459,Iteracao 3459,0.006798,0.0063,0.0063
3460,Iteracao 3460,0.006625,0.0061,0.0062
3461,Iteracao 3461,0.006679,0.0062,0.0062
3462,Iteracao 3462,0.003971,0.0036,0.0037
3463,Iteracao 3463,0.012851,0.012,0.012
3464,Iteracao 3464,0.00164,0.0015,0.0014
3465,Iteracao 3465,0.006646,0.0062,0.0062
3466,Iteracao 3466,0.002309,0.0022,0.0021
3467,Iteracao 3467,0.007197,0.0067,0.0067
3468,Iteracao 3468,0.002687,0.0024,0.0025
3469,Iteracao 3469,0.001813,0.0016,0.0017
3470,Iteracao 3470,0.007024,0.0066,0.0065
3471,Iteracao 3471,0.002298,0.0021,0.0021
3472,Iteracao 3472,0.003247,0.0029,0.003
3473,Iteracao 3473,0.008492,0.0079,0.0079
3474,Iteracao 3474,0.001738,0.0016,0.0016
3475,Iteracao 3475,0.001727,0.0016,0.0016
3476,Iteracao 3476,0.007035,0.0065,0.0066
3477,Iteracao 3477,0.001856,0.0017,0.0017
3478,Iteracao 3478,0.002719,0.0025,0.0025
3479,Iteracao 3479,0.007963,0.0074,0.0075
3480,Iteracao 3480,0.001802,0.0016,0.0016
3481,Iteracao 3481,0.003571,0.0033,0.0033
3482,Iteracao 3482,0.001737,0.0016,0.0016
3483,Iteracao 3483,0.013304,0.0124,0.0124
3484,Iteracao 3484,0.002956,0.0027,0.0027
3485,Iteracao 3485,0.002104,0.002,0.0019
3486,Iteracao 3486,0.007445,0.007,0.0069
3487,Iteracao 3487,0.002309,0.0021,0.002
3488,Iteracao 3488,0.003226,0.003,0.003
3489,Iteracao 3489,0.002654,0.0025,0.0025
3490,Iteracao 3490,0.001748,0.0016,0.0016
3491,Iteracao 3491,0.004025,0.0037,0.0037
3492,Iteracao 3492,0.001629,0.0015,0.0015
3493,Iteracao 3493,0.001759,0.0016,0.0015
3494,Iteracao 3494,0.001953,0.0018,0.0018
3495,Iteracao 3495,0.017782,0.0165,0.0166
3496,Iteracao 3496,0.008611,0.008,0.008
3497,Iteracao 3497,0.006917,0.0064,0.0065
3498,Iteracao 3498,0.007057,0.0065,0.0066
3499,Iteracao 3499,0.00164,0.0015,0.0014
3500,Iteracao 3500,0.013681,0.0127,0.0128
3501,Iteracao 3501,0.002611,0.0024,0.0024
3502,Iteracao 3502,0.001759,0.0016,0.0016
3503,Iteracao 3503,0.002179,0.002,0.0019
3504,Iteracao 3504,0.003788,0.0035,0.0035
3505,Iteracao 3505,0.001964,0.0018,0.0017
3506,Iteracao 3506,0.002136,0.0019,0.0019
3507,Iteracao 3507,0.007175,0.0067,0.0067
3508,Iteracao 3508,0.002535,0.0023,0.0023
3509,Iteracao 3509,0.00723,0.0067,0.0068
3510,Iteracao 3510,0.017134,0.0153,0.0151
3511,Iteracao 3511,0.001921,0.0018,0.0017
3512,Iteracao 3512,0.004219,0.0039,0.0038
3513,Iteracao 3513,0.007909,0.0073,0.0074
3514,Iteracao 3514,0.00233,0.0022,0.0021
3515,Iteracao 3515,0.001791,0.0017,0.0016
3516,Iteracao 3516,0.007078,0.0066,0.0066
3517,Iteracao 3517,0.006658,0.0062,0.0062
3518,Iteracao 3518,0.007672,0.0071,0.0072
3519,Iteracao 3519,0.003107,0.0028,0.0028
3520,Iteracao 3520,0.002007,0.0018,0.0018
3521,Iteracao 3521,0.001651,0.0015,0.0015
3522,Iteracao 3522,0.006798,0.0063,0.0063
3523,Iteracao 3523,0.004392,0.0041,0.0041
3524,Iteracao 3524,0.007024,0.0065,0.0066
3525,Iteracao 3525,0.018936,0.0177,0.0176
3526,Iteracao 3526,0.001889,0.0017,0.0017
3527,Iteracao 3527,0.003345,0.0031,0.0031
3528,Iteracao 3528,0.001759,0.0016,0.0015
3529,Iteracao 3529,0.002525,0.0023,0.0024
3530,Iteracao 3530,0.007952,0.0075,0.0074
3531,Iteracao 3531,0.00164,0.0015,0.0014
3532,Iteracao 3532,0.001856,0.0017,0.0016
3533,Iteracao 3533,0.001802,0.0016,0.0016
3534,Iteracao 3534,0.002384,0.0022,0.0022
3535,Iteracao 3535,0.001791,0.0017,0.0016
3536,Iteracao 3536,0.002644,0.0025,0.0024
3537,Iteracao 3537,0.007337,0.0068,0.0067
3538,Iteracao 3538,0.001748,0.0016,0.0016
3539,Iteracao 3539,0.006733,0.0063,0.0063
3540,Iteracao 3540,0.019055,0.0177,0.0178
3541,Iteracao 3541,0.017641,0.0164,0.0165
3542,Iteracao 3542,0.006669,0.0062,0.0062
3543,Iteracao 3543,0.001802,0.0017,0.0016
3544,Iteracao 3544,0.018008,0.0167,0.0168
3545,Iteracao 3545,0.017674,0.0165,0.0164
3546,Iteracao 3546,0.002201,0.0021,0.0021
3547,Iteracao 3547,0.011998,0.0112,0.0112
3548,Iteracao 3548,0.00342,0.0031,0.0031
3549,Iteracao 3549,0.002039,0.0019,0.0019
3550,Iteracao 3550,0.009635,0.009,0.009
3551,Iteracao 3551,0.008125,0.0075,0.0076
3552,Iteracao 3552,0.002417,0.0022,0.0022
3553,Iteracao 3553,0.003345,0.0031,0.003
3554,Iteracao 3554,0.001629,0.0014,0.0014
3555,Iteracao 3555,0.002061,0.0019,0.0019
3556,Iteracao 3556,0.002525,0.0023,0.0023
3557,Iteracao 3557,0.001673,0.0016,0.0015
3558,Iteracao 3558,0.007175,0.0067,0.0067
3559,Iteracao 3559,0.001845,0.0017,0.0017
3560,Iteracao 3560,0.001629,0.0015,0.0015
3561,Iteracao 3561,0.019001,0.0177,0.0178
3562,Iteracao 3562,0.017415,0.0162,0.0162
3563,Iteracao 3563,0.001738,0.0015,0.0016
3564,Iteracao 3564,0.001629,0.0015,0.0014
3565,Iteracao 3565,0.008007,0.0074,0.0075
3566,Iteracao 3566,0.018051,0.0168,0.0168
3567,Iteracao 3567,0.001738,0.0016,0.0016
3568,Iteracao 3568,0.015451,0.0144,0.0146
3569,Iteracao 3569,0.007143,0.0066,0.0066
3570,Iteracao 3570,0.019811,0.0184,0.0183
3571,Iteracao 3571,0.001727,0.0015,0.0016
3572,Iteracao 3572,0.01845,0.0172,0.0171
3573,Iteracao 3573,0.003269,0.003,0.003
3574,Iteracao 3574,0.007489,0.007,0.007
3575,Iteracao 3575,0.018031,0.0168,0.0169
3576,Iteracao 3576,0.002136,0.002,0.0019
3577,Iteracao 3577,0.012085,0.0113,0.0113
3578,Iteracao 3578,0.001651,0.0015,0.0014
3579,Iteracao 3579,0.004381,0.0041,0.004
3580,Iteracao 3580,0.001758,0.0017,0.0016
3581,Iteracao 3581,0.00178,0.0017,0.0016
3582,Iteracao 3582,0.019961,0.0186,0.0186
3583,Iteracao 3583,0.002546,0.0023,0.0022
3584,Iteracao 3584,0.013692,0.0127,0.0128
3585,Iteracao 3585,0.007445,0.0069,0.0069
3586,Iteracao 3586,0.002482,0.0023,0.0023
3587,Iteracao 3587,0.017728,0.0166,0.0166
3588,Iteracao 3588,0.007056,0.0065,0.0066
3589,Iteracao 3589,0.01393,0.0122,0.0118
3590,Iteracao 3590,0.002148,0.0019,0.0019
3591,Iteracao 3591,0.003172,0.003,0.0029
3592,Iteracao 3592,0.006118,0.0057,0.0056
3593,Iteracao 3593,0.001683,0.0016,0.0015
3594,Iteracao 3594,0.032392,0.0294,0.0289
3595,Iteracao 3595,0.007316,0.0068,0.0068
3596,Iteracao 3596,0.00792,0.0074,0.0074
3597,Iteracao 3597,0.01284,0.0119,0.012
3598,Iteracao 3598,0.00177,0.0016,0.0016
3599,Iteracao 3599,0.002029,0.0019,0.0018
