n,Resultado,Tempo_Relogio(ms),Tempo_CPU_Usuario(ms),Tempo_CPU_Sistema(ms)
2123,Iteracao 2123,0.00427,0.004,0.004
2124,Iteracao 2124,0.002743,0.0025,0.0025
2125,Iteracao 2125,0.002926,0.0027,0.0027
2126,Iteracao 2126,0.00355,0.0032,0.0032
2127,Iteracao 2127,0.001721,0.0016,0.0015
2128,Iteracao 2128,0.001699,0.0015,0.0015
2129,Iteracao 2129,0.001753,0.0016,0.0016
2130,Iteracao 2130,0.001657,0.0016,0.0015
2131,Iteracao 2131,0.001656,0.0015,0.0015
2132,Iteracao 2132,0.001743,0.0016,0.0015
2133,Iteracao 2133,0.002001,0.0018,0.0018
2134,Iteracao 2134,0.001667,0.0015,0.0015
2135,Iteracao 2135,0.002205,0.002,0.002
2136,Iteracao 2136,0.001689,0.0015,0.0015
2137,Iteracao 2137,0.001743,0.0016,0.0016
2138,Iteracao 2138,0.001861,0.0017,0.0016
2139,Iteracao 2139,0.002162,0.002,0.0019
2140,Iteracao 2140,0.0017,0.0016,0.0016
2141,Iteracao 2141,0.002011,0.0018,0.0018
2142,Iteracao 2142,0.002324,0.0021,0.0021
2143,Iteracao 2143,0.001646,0.0015,0.0015
2144,Iteracao 2144,0.001969,0.0018,0.0017
2145,Iteracao 2145,0.002022,0.0019,0.0018
2146,Iteracao 2146,0.004981,0.0046,0.0046
2147,Iteracao 2147,0.002689,0.0026,0.0026
2148,Iteracao 2148,0.001732,0.0015,0.0015
2149,Iteracao 2149,0.001893,0.0018,0.0017
2150,Iteracao 2150,0.002108,0.0019,0.0019
2151,Iteracao 2151,0.002323,0.0021,0.0021
2152,Iteracao 2152,0.001635,0.0015,0.0014
2153,Iteracao 2153,0.001645,0.0015,0.0015
2154,Iteracao 2154,0.001624,0.0014,0.0014
2155,Iteracao 2155,0.001969,0.0018,0.0018
2156,Iteracao 2156,0.001936,0.0018,0.0018
2157,Iteracao 2157,0.002183,0.002,0.002
2158,Iteracao 2158,0.002012,0.0018,0.0018
2159,Iteracao 2159,0.002173,0.0021,0.0022
2160,Iteracao 2160,0.003195,0.0029,0.0029
2161,Iteracao 2161,0.002732,0.0025,0.0023
2162,Iteracao 2162,0.005883,0.0055,0.0054
2163,Iteracao 2163,0.002022,0.0019,0.0019
2164,Iteracao 2164,0.001592,0.0014,0.0014
2165,Iteracao 2165,0.001936,0.0018,0.0018
2166,Iteracao 2166,0.002668,0.0025,0.0024
2167,Iteracao 2167,0.00213,0.0019,0.0019
2168,Iteracao 2168,0.002087,0.0019,0.0019
2169,Iteracao 2169,0.001925,0.0018,0.0018
2170,Iteracao 2170,0.005173,0.0048,0.005
2171,Iteracao 2171,0.001915,0.0018,0.0017
2172,Iteracao 2172,0.001883,0.0018,0.0017
2173,Iteracao 2173,0.002808,0.0027,0.0028
2174,Iteracao 2174,0.001968,0.0018,0.0018
2175,Iteracao 2175,0.001496,0.0013,0.0013
2176,Iteracao 2176,0.001517,0.0014,0.0013
2177,Iteracao 2177,0.001463,0.0014,0.0013
2178,Iteracao 2178,0.001732,0.0015,0.0013
2179,Iteracao 2179,0.00143,0.0013,0.0013
Total,N/A,44.8507,41.7749,41.7739
